number,formid,form.section_1_farmer_identification.community,form.section_1_farmer_identification.first_name,form.section_1_farmer_identification.last_name,form.section_1_farmer_identification.gender,form.section_1_farmer_identification.date_of_birth,form.section_1_farmer_identification.national_id,form.section_1_farmer_identification.phone_number,form.section_1_farmer_identification.farmer_photograph,form.section_2_household_information.household_size,form.section_2_household_information.primary_occupation,form.section_2_household_information.farming_experience_years,form.section_3_farm_information.farm_ownership,form.section_3_farm_information.number_of_farm_plots,form.section_3_farm_information.primary_or_main_irrigation_source.choice,form.section_3_farm_information.primary_or_main_irrigation_source.specify_other,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.choice,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_groundnuts_hectares,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_maize_hectares,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_rice_hectares,form.section_5_livestock.livestock_and_number_kept_integer.choice,form.section_5_livestock.livestock_and_number_kept_integer.number_of_goats,form.section_5_livestock.livestock_and_number_kept_integer.number_of_rabbits,form.section_6_farm_location.farm_gps_location,form.section_7_consent.farmer_accepts_or_decline_to_participate_in_the_programme.choice,form.case.@case_id,completed_time,started_time,username,received_on,form_link,hq_user,gps_valid,farmer_age,registration_duration_minutes,registration_latitude,registration_longitude
499,48c09268-019f-4530-bc56-d398c921a550,community_04,Yusuf,Adeyemi,female,1988-06-26,55746234009.0,8078527918,https://www.commcarehq.org/photos/farmer_499.jpg,3,crop_farming,10,owned,4,rain-fed,---,groundnuts rice,1.1,---,3.3,---,---,---,10.2653478 7.5260267 0.0 20.0,yes,24903993-aab8-4151-8c8d-0ed5061459d8,2026-03-13 00:05:00,2026-03-13,tester_04,2026-03-13 00:05:17,https://www.commcarehq.org/form/48c09268-019f-4530-bc56-d398c921a550,tester_04,True,38,5.0,10.2653478,7.5260267
500,3271379f-1b78-4d6e-9cf5-0d600946e2aa,community_02,Samuel,Lawal,male,1974-04-04,92262874450.0,8070035120,https://www.commcarehq.org/photos/farmer_500.jpg,3,crop_farming,5,family_land,1,rain-fed,---,maize groundnuts,1.6,3.1,---,---,---,---,10.3389494 7.5255323 0.0 20.0,yes,01bb8783-1874-4473-a09e-1a40d88c0f32,2026-01-15 00:03:00,2026-01-15,tester_02,2026-01-15 00:03:13,https://www.commcarehq.org/form/3271379f-1b78-4d6e-9cf5-0d600946e2aa,tester_02,True,52,3.0,10.3389494,7.5255323
501,a4529abb-96d2-4aa4-a656-d3d5aea90b29,community_05,John,Musa,male,1958-09-24,33569218238.0,8022791120,https://www.commcarehq.org/photos/farmer_501.jpg,7,livestock_farming,2,owned,4,borehole,---,maize,---,0.8,---,goats,16,---,10.4888849 7.5665167 0.0 20.0,yes,487b5217-4b4f-4d73-b0d9-ad08e08de814,2026-05-20 00:05:00,2026-05-20,tester_05,2026-05-20 00:05:08,https://www.commcarehq.org/form/a4529abb-96d2-4aa4-a656-d3d5aea90b29,tester_05,True,67,5.0,10.4888849,7.5665167
502,99a1ac32-aef7-47e6-82cd-a7357f9f2fa8,community_06,Ruth,Ojo,female,1981-12-13,35178238709.0,8090355916,https://www.commcarehq.org/photos/farmer_502.jpg,1,crop_farming,2,family_land,3,rain-fed,---,rice maize,---,4.8,3.7,rabbits,---,17,10.3941871 7.4508804 0.0 20.0,yes,14df2903-6396-4998-9e2e-bb81b6e566ee,2026-01-20 00:08:00,2026-01-20,tester_06,2026-01-20 00:08:10,https://www.commcarehq.org/form/99a1ac32-aef7-47e6-82cd-a7357f9f2fa8,tester_06,True,44,8.0,10.3941871,7.4508804
503,f5f8d2f2-d3c2-45b8-8087-a65635511294,community_01,Fatima,Bello,female,2000-10-18,60237756037.0,8095870990,https://www.commcarehq.org/photos/farmer_503.jpg,3,mixed_farming,4,owned,6,rain-fed,---,maize groundnuts rice,2.3,5.9,0.9,goats rabbits,7,33,10.5781386 7.4993753 0.0 20.0,yes,fb5e7eea-4b27-43aa-9738-91e0383d8313,2026-05-23 00:05:00,2026-05-23,tester_01,2026-05-23 00:05:10,https://www.commcarehq.org/form/f5f8d2f2-d3c2-45b8-8087-a65635511294,tester_01,True,25,5.0,10.5781386,7.4993753
504,5633fe5f-65d4-47db-b356-a0c2adb3b056,community_01,Daniel,Tanko,male,2002-04-08,47842565441.0,8056811768,https://www.commcarehq.org/photos/farmer_504.jpg,4,crop_farming,1,owned,3,rain-fed,---,groundnuts maize,1.7,5.3,---,goats,13,---,10.3510093 7.4029947 0.0 20.0,yes,fa63c508-5721-4a20-b5aa-753fa4ab6009,2026-06-06 00:08:00,2026-06-06,tester_01,2026-06-06 00:08:15,https://www.commcarehq.org/form/5633fe5f-65d4-47db-b356-a0c2adb3b056,tester_01,True,24,8.0,10.3510093,7.4029947
505,ecce9beb-808d-43bc-bceb-9e80c4ac5ada,community_02,Ahmed,Ali,male,1983-12-21,38595602886.0,8018742443,https://www.commcarehq.org/photos/farmer_505.jpg,4,crop_farming,14,owned,2,rain-fed,---,groundnuts rice maize,1.9,6.1,1.0,goats,4,---,10.5458741 7.5715748 0.0 20.0,yes,c1f12be4-b1a8-4e8b-a8db-e89be4f027bb,2026-01-11 00:03:00,2026-01-11,tester_02,2026-01-11 00:03:15,https://www.commcarehq.org/form/ecce9beb-808d-43bc-bceb-9e80c4ac5ada,tester_02,True,42,3.0,10.5458741,7.5715748
506,76975f24-2276-4e10-8d2a-1d3c1190597d,community_02,Ahmed,Ogunleye,female,1992-11-14,,8086162714,https://www.commcarehq.org/photos/farmer_506.jpg,3,mixed_farming,11,owned,1,rain-fed,---,groundnuts rice maize,1.9,5.6,1.3,rabbits,---,7,10.2707121 7.260736 0.0 20.0,yes,460cf71b-a280-41a4-a1fd-cf66ff7b042b,2026-02-14 00:08:00,2026-02-14,tester_02,2026-02-14 00:08:07,https://www.commcarehq.org/form/76975f24-2276-4e10-8d2a-1d3c1190597d,tester_02,True,33,8.0,10.2707121,7.260736
507,d133f985-92e2-40dc-ad8a-b44b8c944ada,community_03,Musa,Yakubu,female,1970-10-13,84884645534.0,8044481552,https://www.commcarehq.org/photos/farmer_507.jpg,2,mixed_farming,1,owned,6,irrigation_scheme,---,maize rice,---,2.0,1.6,goats,25,---,10.4551224 7.3127076 0.0 20.0,yes,00b1a5f3-303e-4453-a936-71cce2486c4e,2026-03-21 00:08:00,2026-03-21,tester_03,2026-03-21 00:08:08,https://www.commcarehq.org/form/d133f985-92e2-40dc-ad8a-b44b8c944ada,tester_03,True,55,8.0,10.4551224,7.3127076
508,8dd1ba5d-03cd-4f3e-ac9b-732dad02b8f8,community_04,Suleiman,Peter,male,1984-09-02,69829590188.0,8081106012,https://www.commcarehq.org/photos/farmer_508.jpg,4,mixed_farming,17,leased,3,borehole,---,groundnuts,1.7,---,---,rabbits,---,28,10.435251 7.4376246 0.0 20.0,yes,40d3fc2b-2464-49db-8664-28de8c76c90e,2026-05-28 00:07:00,2026-05-28,tester_04,2026-05-28 00:07:08,https://www.commcarehq.org/form/8dd1ba5d-03cd-4f3e-ac9b-732dad02b8f8,tester_04,True,41,7.0,10.435251,7.4376246
509,0861e988-f218-47f4-91cb-94f05a022e57,community_05,Esther,Ogunleye,male,1976-06-14,67689962001.0,8047770311,https://www.commcarehq.org/photos/farmer_509.jpg,5,livestock_farming,1,owned,1,rain-fed,---,rice,---,---,3.6,rabbits,---,24,10.4212603 7.2647355 0.0 20.0,yes,84e0f6ac-7950-4ed5-a54e-f1f30442268d,2026-06-07 00:03:00,2026-06-07,tester_05,2026-06-07 00:03:06,https://www.commcarehq.org/form/0861e988-f218-47f4-91cb-94f05a022e57,tester_05,True,50,3.0,10.4212603,7.2647355
510,5e6f1984-8884-4250-b5a3-1d3fc1aa8413,community_01,Joseph,Sani,female,2000-11-26,,8081588586,https://www.commcarehq.org/photos/farmer_510.jpg,4,livestock_farming,2,owned,6,dam_reservoir,---,groundnuts maize,1.6,2.0,---,---,---,---,10.2434641 7.589259 0.0 20.0,yes,0f0496d9-bc05-42b3-a7b5-9187f32ba924,2026-06-19 00:06:00,2026-06-19,tester_01,2026-06-19 00:06:10,https://www.commcarehq.org/form/5e6f1984-8884-4250-b5a3-1d3fc1aa8413,tester_01,True,25,6.0,10.2434641,7.589259
511,32c59710-6ffd-4851-b9be-7ead01d28006,community_02,Peter,Ogunleye,female,1999-10-21,,8028468539,https://www.commcarehq.org/photos/farmer_511.jpg,12,crop_farming,2,family_land,2,borehole,---,groundnuts rice maize,2.6,5.4,1.4,goats,6,---,10.3778379 7.3639006 0.0 20.0,yes,e050dce8-52ea-4ea7-8777-c10fd7cc3bb6,2026-05-09 00:07:00,2026-05-09,tester_02,2026-05-09 00:07:08,https://www.commcarehq.org/form/32c59710-6ffd-4851-b9be-7ead01d28006,tester_02,True,26,7.0,10.3778379,7.3639006
512,c102be46-c758-4272-8361-2572f65c21e9,community_03,Blessing,Usman,female,1982-10-08,,8034707773,https://www.commcarehq.org/photos/farmer_512.jpg,8,crop_farming,6,family_land,2,rain-fed,---,maize groundnuts,1.3,3.5,---,---,---,---,10.3373714 7.2894063 0.0 20.0,yes,516e9e36-bc48-45dc-a509-91b24dac5d5f,2026-04-22 00:07:00,2026-04-22,tester_03,2026-04-22 00:07:05,https://www.commcarehq.org/form/c102be46-c758-4272-8361-2572f65c21e9,tester_03,True,43,7.0,10.3373714,7.2894063
513,218ca25f-f805-4645-a999-b8298c6bda63,community_06,Suleiman,Ahmed,female,1977-07-02,77119178718.0,8016493753,https://www.commcarehq.org/photos/farmer_513.jpg,3,mixed_farming,10,family_land,2,rain-fed,---,rice maize groundnuts,1.2,6.2,1.2,---,---,---,10.3209076 7.3643814 0.0 20.0,yes,97ef859c-8e6f-49c2-a0f9-413d8646ed42,2026-04-28 00:06:00,2026-04-28,tester_06,2026-04-28 00:06:15,https://www.commcarehq.org/form/218ca25f-f805-4645-a999-b8298c6bda63,tester_06,True,49,6.0,10.3209076,7.3643814
514,b7b9ee9a-4f0f-49d4-b472-4d787fa74e31,community_02,Suleiman,Okafor,male,1980-02-14,,8052371688,https://www.commcarehq.org/photos/farmer_514.jpg,5,livestock_farming,2,owned,1,rain-fed,---,maize groundnuts,0.5,3.8,---,goats,10,---,10.2417499 7.2885758 0.0 20.0,yes,18b6dfc7-06e8-4a42-9202-fcabb0c1e471,2026-05-19 00:06:00,2026-05-19,tester_02,2026-05-19 00:06:11,https://www.commcarehq.org/form/b7b9ee9a-4f0f-49d4-b472-4d787fa74e31,tester_02,True,46,6.0,10.2417499,7.2885758
515,5ca3ff6e-50d0-4884-ab5f-984acd945fc6,community_06,Paul,Musa,male,1987-10-02,46394379580.0,8087139219,https://www.commcarehq.org/photos/farmer_515.jpg,10,crop_farming,12,family_land,3,rain-fed,---,maize groundnuts rice,2.8,6.2,1.9,goats,10,---,10.2766328 7.37531 0.0 20.0,yes,7f1c7eec-09b2-4431-afbd-2c65499700ff,2026-03-17 00:05:00,2026-03-17,tester_06,2026-03-17 00:05:19,https://www.commcarehq.org/form/5ca3ff6e-50d0-4884-ab5f-984acd945fc6,tester_06,True,38,5.0,10.2766328,7.37531
516,9c776ab4-510e-4986-b5c5-27e1c0612847,community_04,Esther,Lawal,male,1975-08-14,33502508110.0,8046017481,https://www.commcarehq.org/photos/farmer_516.jpg,4,livestock_farming,17,owned,3,rain-fed,---,rice maize,---,6.2,2.5,---,---,---,10.3496901 7.3203534 0.0 20.0,yes,f480ec6b-1fe4-4233-982e-906128e21251,2026-02-06 00:08:00,2026-02-06,tester_04,2026-02-06 00:08:09,https://www.commcarehq.org/form/9c776ab4-510e-4986-b5c5-27e1c0612847,tester_04,True,50,8.0,10.3496901,7.3203534
517,173b5288-858b-4b77-84ba-2e87610e799f,community_01,Elizabeth,Samuel,female,1989-05-01,32240459211.0,8091632664,https://www.commcarehq.org/photos/farmer_517.jpg,3,livestock_farming,10,owned,3,rain-fed,---,rice,---,---,2.0,goats,9,---,10.3250159 7.3956396 0.0 20.0,yes,bc5317dc-2304-4a25-86bf-bf30e9db50d5,2026-02-05 00:04:00,2026-02-05,tester_01,2026-02-05 00:04:15,https://www.commcarehq.org/form/173b5288-858b-4b77-84ba-2e87610e799f,tester_01,True,37,4.0,10.3250159,7.3956396
518,677154f6-3115-4956-8221-dcd7d5ee8019,community_05,John,James,male,1967-06-18,62609642181.0,8011089727,https://www.commcarehq.org/photos/farmer_518.jpg,4,crop_farming,18,owned,3,rain-fed,---,maize rice groundnuts,0.9,4.0,1.6,---,---,---,10.4851211 7.3250511 0.0 20.0,yes,a4523f16-4116-48ff-8f47-29e1d4681b64,2026-05-09 00:04:00,2026-05-09,tester_05,2026-05-09 00:04:20,https://www.commcarehq.org/form/677154f6-3115-4956-8221-dcd7d5ee8019,tester_05,True,59,4.0,10.4851211,7.3250511
519,557d2af2-7712-4773-80e4-84133a2c9180,community_03,Fatima,Ali,male,1995-10-12,,8003043476,https://www.commcarehq.org/photos/farmer_519.jpg,5,livestock_farming,12,family_land,3,river_stream,---,groundnuts maize,2.0,4.7,---,---,---,---,10.303983 7.5389622 0.0 20.0,yes,80263800-ca43-42e0-8db9-f5a9aa9be87d,2026-01-10 00:04:00,2026-01-10,tester_03,2026-01-10 00:04:12,https://www.commcarehq.org/form/557d2af2-7712-4773-80e4-84133a2c9180,tester_03,True,30,4.0,10.303983,7.5389622
520,0107e167-e250-40a4-8f2a-ed8970e010cd,community_04,Mercy,Yusuf,male,2004-12-03,21972287072.0,8062699404,https://www.commcarehq.org/photos/farmer_520.jpg,7,mixed_farming,3,family_land,2,rain-fed,---,rice maize,---,1.6,2.9,goats,5,---,10.3222918 7.3306859 0.0 20.0,yes,6a83c84a-e2ee-4e03-beb6-5070a70fe638,2026-03-25 00:07:00,2026-03-25,tester_04,2026-03-25 00:07:12,https://www.commcarehq.org/form/0107e167-e250-40a4-8f2a-ed8970e010cd,tester_04,True,21,7.0,10.3222918,7.3306859
521,0a3e1439-c2b9-49b5-be89-2f400ad20fc3,community_03,Paul,Abdullahi,male,1999-05-15,77368963249.0,8012304795,https://www.commcarehq.org/photos/farmer_521.jpg,11,crop_farming,7,owned,3,irrigation_scheme,---,maize rice groundnuts,0.6,4.0,2.6,goats rabbits,3,36,10.438231 7.3361137 0.0 20.0,yes,841d54a6-4f40-4eb5-85ef-c6adae5c9c33,2026-01-05 00:06:00,2026-01-05,tester_03,2026-01-05 00:06:12,https://www.commcarehq.org/form/0a3e1439-c2b9-49b5-be89-2f400ad20fc3,tester_03,True,27,6.0,10.438231,7.3361137
522,24376331-6cc6-4536-8ea4-deea4c99cef2,community_06,Ahmed,Ogunleye,male,2006-10-03,81569493004.0,8022637556,https://www.commcarehq.org/photos/farmer_522.jpg,8,crop_farming,1,owned,2,irrigation_scheme,---,rice maize,---,5.0,0.9,rabbits,---,39,10.2205369 7.2573837 0.0 20.0,yes,7c35e1bf-d23a-42be-9858-3e79159583dc,2026-05-30 00:05:00,2026-05-30,tester_06,2026-05-30 00:05:07,https://www.commcarehq.org/form/24376331-6cc6-4536-8ea4-deea4c99cef2,tester_06,True,19,5.0,10.2205369,7.2573837
523,e626e4c8-e9fd-45e4-992b-77ba876842ec,community_06,Musa,Yakubu,male,1979-06-02,56927801639.0,8075923029,https://www.commcarehq.org/photos/farmer_523.jpg,6,mixed_farming,13,leased,6,rain-fed,---,groundnuts,1.8,---,---,goats,15,---,10.2456308 7.2327664 0.0 20.0,yes,3bbd3dd4-1cb5-43ea-a9e0-71e35228958b,2026-05-06 00:08:00,2026-05-06,tester_06,2026-05-06 00:08:07,https://www.commcarehq.org/form/e626e4c8-e9fd-45e4-992b-77ba876842ec,tester_06,True,47,8.0,10.2456308,7.2327664
524,28b41caf-be6c-4cb3-a64c-4e85ca075d8b,community_02,Elizabeth,Johnson,female,1975-09-01,,8088588453,https://www.commcarehq.org/photos/farmer_524.jpg,4,crop_farming,14,owned,6,rain-fed,---,rice groundnuts maize,2.9,0.6,3.4,goats,6,---,10.2079901 7.4977653 0.0 20.0,yes,a899af9a-2a26-455d-b180-89c08d635337,2026-03-03 00:08:00,2026-03-03,tester_02,2026-03-03 00:08:07,https://www.commcarehq.org/form/28b41caf-be6c-4cb3-a64c-4e85ca075d8b,tester_02,True,50,8.0,10.2079901,7.4977653
525,5756da41-f436-483b-a566-cc53e41ecb6b,community_01,Deborah,Sani,male,1979-02-06,56669714072.0,8032456351,https://www.commcarehq.org/photos/farmer_525.jpg,11,crop_farming,5,owned,3,rain-fed,---,rice maize,---,1.7,3.2,goats rabbits,16,24,10.4038628 7.4398335 0.0 20.0,yes,8253f5f2-854a-406e-af7c-ef80086c477d,2026-02-23 00:04:00,2026-02-23,tester_01,2026-02-23 00:04:12,https://www.commcarehq.org/form/5756da41-f436-483b-a566-cc53e41ecb6b,tester_01,True,47,4.0,10.4038628,7.4398335
526,4b3f073e-d7b8-4b81-9cba-fb7977700aea,community_06,Grace,Ogunleye,male,1990-12-02,71383237855.0,8060333553,https://www.commcarehq.org/photos/farmer_526.jpg,2,livestock_farming,2,family_land,3,rain-fed,---,maize,---,0.7,---,goats,21,---,10.5062837 7.3512841 0.0 20.0,no,ed3ba2f0-a2b6-4af3-848f-be4218fa4157,2026-03-05 00:04:00,2026-03-05,tester_06,2026-03-05 00:04:10,https://www.commcarehq.org/form/4b3f073e-d7b8-4b81-9cba-fb7977700aea,tester_06,True,35,4.0,10.5062837,7.3512841
527,0effff0d-10d9-44e9-aa8b-1aad19421fb7,community_04,Joseph,Abdullahi,male,1996-07-24,92054676347.0,8094962589,https://www.commcarehq.org/photos/farmer_527.jpg,11,livestock_farming,1,owned,3,rain-fed,---,groundnuts,1.2,---,---,---,---,---,10.2537284 7.542886 0.0 20.0,yes,6c9292fd-1223-4e3a-9a63-94b832da1cfd,2026-03-09 00:07:00,2026-03-09,tester_04,2026-03-09 00:07:13,https://www.commcarehq.org/form/0effff0d-10d9-44e9-aa8b-1aad19421fb7,tester_04,True,30,7.0,10.2537284,7.542886
528,b9f38707-2c60-4047-bc8c-c870afa96cd4,community_05,Samuel,James,male,1977-02-01,,8095504279,https://www.commcarehq.org/photos/farmer_528.jpg,7,crop_farming,6,owned,3,rain-fed,---,rice maize groundnuts,2.7,5.0,1.7,---,---,---,10.5325731 7.3314605 0.0 20.0,yes,ad14b4de-f08b-4855-8126-ce392e76f209,2026-04-27 00:03:00,2026-04-27,tester_05,2026-04-27 00:03:20,https://www.commcarehq.org/form/b9f38707-2c60-4047-bc8c-c870afa96cd4,tester_05,True,49,3.0,10.5325731,7.3314605
529,bb0347ba-1410-4b78-9382-ddd1e2ec5cd4,community_01,James,Michael,male,1979-10-03,,8097788770,https://www.commcarehq.org/photos/farmer_529.jpg,5,mixed_farming,29,owned,2,rain-fed,---,rice maize groundnuts,2.3,1.8,1.5,rabbits,---,18,10.2377172 7.4869841 0.0 20.0,yes,e5f65ff4-55b9-4d7f-94ce-daa2f19d50cf,2026-06-09 00:02:00,2026-06-09,tester_01,2026-06-09 00:02:16,https://www.commcarehq.org/form/bb0347ba-1410-4b78-9382-ddd1e2ec5cd4,tester_01,True,46,2.0,10.2377172,7.4869841
530,30b53746-c1dc-4a02-a224-34fed25e5772,community_02,Joy,Ojo,female,1960-10-11,57816902819.0,8021026188,https://www.commcarehq.org/photos/farmer_530.jpg,2,crop_farming,18,family_land,6,borehole,---,rice maize groundnuts,1.9,1.5,1.8,---,---,---,10.4572986 7.2237989 0.0 20.0,yes,74afbf08-7d58-4159-bfa9-5bd8c23b5fe0,2026-06-07 00:04:00,2026-06-07,tester_02,2026-06-07 00:04:08,https://www.commcarehq.org/form/30b53746-c1dc-4a02-a224-34fed25e5772,tester_02,True,65,4.0,10.4572986,7.2237989
531,73dd2588-bd59-457f-9bba-8475ca54fcc3,community_07,Elizabeth,Peter,male,1989-06-26,86172871536.0,8047985210,https://www.commcarehq.org/photos/farmer_531.jpg,6,crop_farming,1,owned,3,rain-fed,---,groundnuts rice,1.8,---,2.7,goats,11,---,10.3726485 7.4750169 0.0 20.0,yes,1ea13640-bebc-49a8-a206-1ba03450b27b,2026-05-02 00:02:00,2026-05-02,tester_07,2026-05-02 00:02:09,https://www.commcarehq.org/form/73dd2588-bd59-457f-9bba-8475ca54fcc3,tester_07,True,37,2.0,10.3726485,7.4750169
532,00fc5adc-7b9c-461c-824a-9373a8e8bf3e,community_04,Samuel,Ogunleye,female,2006-06-19,43468199801.0,8038703450,https://www.commcarehq.org/photos/farmer_532.jpg,5,crop_farming,1,owned,1,borehole,---,groundnuts,2.5,---,---,goats rabbits,16,4,10.4617394 7.2686661 0.0 20.0,yes,f5fbfed1-95d2-4ea3-9949-5e6b27ab3929,2026-02-22 00:06:00,2026-02-22,tester_04,2026-02-22 00:06:17,https://www.commcarehq.org/form/00fc5adc-7b9c-461c-824a-9373a8e8bf3e,tester_04,True,20,6.0,10.4617394,7.2686661
533,87d1fbbf-cc3c-4688-9c08-5687b16e8eff,community_04,Suleiman,Yakubu,male,2001-10-27,10515182601.0,8082872414,https://www.commcarehq.org/photos/farmer_533.jpg,7,livestock_farming,4,family_land,2,rain-fed,---,groundnuts,2.6,---,---,---,---,---,10.5146074 7.5609566 0.0 20.0,yes,2a09bd02-f740-43f1-a7d2-a9afff3da5d4,2026-02-06 00:02:00,2026-02-06,tester_04,2026-02-06 00:02:17,https://www.commcarehq.org/form/87d1fbbf-cc3c-4688-9c08-5687b16e8eff,tester_04,True,24,2.0,10.5146074,7.5609566
534,c369d1df-39a3-49f6-8d06-274c37eb499b,community_01,Ibrahim,Isa,male,1985-04-30,,8096027488,https://www.commcarehq.org/photos/farmer_534.jpg,6,crop_farming,21,family_land,4,rain-fed,---,rice,---,---,2.1,---,---,---,10.2096426 7.5882698 0.0 20.0,yes,c18ba0fb-f95b-4a5e-9c44-3d466b06fc1b,2026-03-30 00:08:00,2026-03-30,tester_01,2026-03-30 00:08:16,https://www.commcarehq.org/form/c369d1df-39a3-49f6-8d06-274c37eb499b,tester_01,True,41,8.0,10.2096426,7.5882698
535,4b093955-bc81-4f08-bc08-f63d4da3fa6f,community_04,Daniel,James,male,2006-09-15,,8039581489,https://www.commcarehq.org/photos/farmer_535.jpg,8,mixed_farming,2,owned,3,river_stream,---,rice maize groundnuts,1.0,2.8,0.7,goats,18,---,10.3824746 7.2094542 0.0 20.0,yes,717b7321-fb20-461c-951e-84b111e15e0b,2026-04-23 00:08:00,2026-04-23,tester_04,2026-04-23 00:08:07,https://www.commcarehq.org/form/4b093955-bc81-4f08-bc08-f63d4da3fa6f,tester_04,True,19,8.0,10.3824746,7.2094542
536,2cfcb49c-a5d9-4eab-8de9-4765650ee616,community_07,Mary,Okafor,male,1987-05-06,15586788407.0,8005758893,https://www.commcarehq.org/photos/farmer_536.jpg,8,mixed_farming,8,owned,2,rain-fed,---,rice,---,---,1.1,goats,18,---,10.3097284 7.2749967 0.0 20.0,yes,38baa04c-0fbb-466f-878e-48a3fc603026,2026-01-03 00:03:00,2026-01-03,tester_07,2026-01-03 00:03:07,https://www.commcarehq.org/form/2cfcb49c-a5d9-4eab-8de9-4765650ee616,tester_07,True,39,3.0,10.3097284,7.2749967
537,e4fcb645-da2b-45f7-9036-2eca2b7cf64b,community_07,John,Balogun,female,1984-07-04,11412414932.0,8087005377,https://www.commcarehq.org/photos/farmer_537.jpg,6,mixed_farming,1,owned,3,rain-fed,---,groundnuts,1.1,---,---,goats rabbits,2,7,10.3537932 7.5011874 0.0 20.0,yes,0681b43b-b56f-42b1-81ac-53d27a784c75,2026-03-02 00:03:00,2026-03-02,tester_07,2026-03-02 00:03:20,https://www.commcarehq.org/form/e4fcb645-da2b-45f7-9036-2eca2b7cf64b,tester_07,True,42,3.0,10.3537932,7.5011874
538,c6c5dfae-9de3-4241-9b33-939d3dae4938,community_02,Samuel,Balogun,female,1976-11-20,,8063573999,https://www.commcarehq.org/photos/farmer_538.jpg,7,crop_farming,3,owned,3,other,Spring Water,rice groundnuts,1.1,---,0.9,goats,9,---,10.2329928 7.2384485 0.0 20.0,yes,271ca93b-6a63-4d1f-8c3c-d1a10f01021f,2026-03-23 00:02:00,2026-03-23,tester_02,2026-03-23 00:02:16,https://www.commcarehq.org/form/c6c5dfae-9de3-4241-9b33-939d3dae4938,tester_02,True,49,2.0,10.2329928,7.2384485
539,98dba9db-0e5d-4a1c-8da4-dd1028de4310,community_05,Ibrahim,Yakubu,male,1982-04-27,,8012803324,https://www.commcarehq.org/photos/farmer_539.jpg,3,mixed_farming,20,owned,3,rain-fed,---,maize rice,---,1.4,0.7,goats,6,---,10.457585 7.2064128 0.0 20.0,yes,c2aa3e3b-08df-43fb-a3ff-c95a0097cb96,2026-05-19 00:02:00,2026-05-19,tester_05,2026-05-19 00:02:09,https://www.commcarehq.org/form/98dba9db-0e5d-4a1c-8da4-dd1028de4310,tester_05,True,44,2.0,10.457585,7.2064128
540,64ed5179-ad2f-4c3f-93c2-abb87ee0b5fe,community_07,Binta,Garba,male,1982-07-12,65365061563.0,8015502312,https://www.commcarehq.org/photos/farmer_540.jpg,5,crop_farming,8,owned,5,rain-fed,---,groundnuts rice maize,0.8,1.2,2.0,goats,7,---,10.5898211 7.3383806 0.0 20.0,no,71cdf6c0-5edb-48e7-b23f-661b1cef2072,2026-06-20 00:08:00,2026-06-20,tester_07,2026-06-20 00:08:17,https://www.commcarehq.org/form/64ed5179-ad2f-4c3f-93c2-abb87ee0b5fe,tester_07,True,44,8.0,10.5898211,7.3383806
541,e62700e4-d2c9-4598-bf7d-dca976c80475,community_01,Grace,Musa,male,2008-02-21,14396034898.0,8005540771,https://www.commcarehq.org/photos/farmer_541.jpg,4,mixed_farming,1,owned,5,dam_reservoir,---,maize groundnuts rice,2.3,3.1,1.6,---,---,---,10.4922053 7.5894215 0.0 20.0,yes,58b17cb4-b245-44af-a7e5-4b24277a5cd1,2026-04-08 00:07:00,2026-04-08,tester_01,2026-04-08 00:07:06,https://www.commcarehq.org/form/e62700e4-d2c9-4598-bf7d-dca976c80475,tester_01,True,18,7.0,10.4922053,7.5894215
542,f6fc5ce4-68b9-446b-be1b-5b44be7e1d9b,community_07,Musa,Ojo,male,2000-12-05,,8082806304,https://www.commcarehq.org/photos/farmer_542.jpg,8,livestock_farming,5,owned,1,rain-fed,---,groundnuts maize,3.0,3.7,---,goats,12,---,10.4997813 7.250487 0.0 20.0,yes,ffb1481b-2bda-4c66-9303-8e366a7e469a,2026-02-16 00:05:00,2026-02-16,tester_07,2026-02-16 00:05:19,https://www.commcarehq.org/form/f6fc5ce4-68b9-446b-be1b-5b44be7e1d9b,tester_07,True,25,5.0,10.4997813,7.250487
543,ff6a09b2-8f9c-465f-8d65-97d115ffd350,community_07,Esther,David,female,1980-01-15,,8079820988,https://www.commcarehq.org/photos/farmer_543.jpg,6,livestock_farming,9,family_land,2,river_stream,---,groundnuts rice maize,1.4,0.7,3.9,goats,18,---,10.4262501 7.5973687 0.0 20.0,yes,fc8e4f3c-c7ee-4fc8-ad31-d13dab7347c1,2026-02-02 00:03:00,2026-02-02,tester_07,2026-02-02 00:03:15,https://www.commcarehq.org/form/ff6a09b2-8f9c-465f-8d65-97d115ffd350,tester_07,True,46,3.0,10.4262501,7.5973687
