number,formid,form.section_1_farmer_identification.community,form.section_1_farmer_identification.first_name,form.section_1_farmer_identification.last_name,form.section_1_farmer_identification.gender,form.section_1_farmer_identification.date_of_birth,form.section_1_farmer_identification.national_id,form.section_1_farmer_identification.phone_number,form.section_1_farmer_identification.farmer_photograph,form.section_2_household_information.household_size,form.section_2_household_information.primary_occupation,form.section_2_household_information.farming_experience_years,form.section_3_farm_information.farm_ownership,form.section_3_farm_information.number_of_farm_plots,form.section_3_farm_information.primary_or_main_irrigation_source.choice,form.section_3_farm_information.primary_or_main_irrigation_source.specify_other,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.choice,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_groundnuts_hectares,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_maize_hectares,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_rice_hectares,form.section_5_livestock.livestock_and_number_kept_integer.choice,form.section_5_livestock.livestock_and_number_kept_integer.number_of_goats,form.section_5_livestock.livestock_and_number_kept_integer.number_of_rabbits,form.section_6_farm_location.farm_gps_location,form.section_7_consent.farmer_accepts_or_decline_to_participate_in_the_programme.choice,form.case.@case_id,completed_time,started_time,username,received_on,form_link,hq_user,gps_valid
575,31f52fb5-bd55-4c33-b33d-9f984600d20d,community_05,Peter,Abdullahi,male,1996-07-26,,08007148069,https://www.commcarehq.org/photos/farmer_575.jpg,5,crop_farming,11,owned,6,river_stream,---,rice groundnuts maize,1.3,1.7,2.1,goats rabbits,17,40,10.5909306 7.3649065 0.0 20.0,yes,ca094604-1ca7-4e70-9f8b-e0fe4ca335eb,2026-04-25 00:02:00,2026-04-25,tester,2026-04-25 00:02:11,https://www.commcarehq.org/form/31f52fb5-bd55-4c33-b33d-9f984600d20d,tester,True
576,2bb9bc23-4fed-4f0c-a60d-8d6f305525b8,community_01,Binta,Sani,male,1984-11-21,79364678049.0,08019567883,https://www.commcarehq.org/photos/farmer_576.jpg,10,mixed_farming,22,owned,2,rain-fed,---,maize rice groundnuts,0.7,3.7,2.0,rabbits,---,40,10.5538233 7.3539514 0.0 20.0,yes,b5f7d0b0-207d-422b-890a-a1b6a86a3b8c,2026-05-01 00:05:00,2026-05-01,tester,2026-05-01 00:05:17,https://www.commcarehq.org/form/2bb9bc23-4fed-4f0c-a60d-8d6f305525b8,tester,True
577,5dd47195-b685-45f1-a2f7-591242cc23be,community_01,Mercy,Musa,male,1972-08-29,96143379901.0,08071919223,https://www.commcarehq.org/photos/farmer_577.jpg,7,mixed_farming,22,leased,3,rain-fed,---,groundnuts,0.9,---,---,---,---,---,10.4647696 7.4630999 0.0 20.0,yes,8fbe01ab-4099-48ce-ad9c-404580cc2451,2026-06-18 00:04:00,2026-06-18,tester,2026-06-18 00:04:11,https://www.commcarehq.org/form/5dd47195-b685-45f1-a2f7-591242cc23be,tester,True
578,3e29ea92-117a-41a8-ac86-78e5993f5da3,community_03,Amina,Okafor,male,1958-11-26,31513297641.0,08052489066,https://www.commcarehq.org/photos/farmer_578.jpg,2,crop_farming,49,leased,5,rain-fed,---,maize groundnuts,2.2,5.4,---,---,---,---,10.3113525 7.2065073 0.0 20.0,yes,f48b855a-197a-4023-b7c4-8eacfffd85c6,2026-04-13 00:08:00,2026-04-13,tester,2026-04-13 00:08:13,https://www.commcarehq.org/form/3e29ea92-117a-41a8-ac86-78e5993f5da3,tester,True
579,4a95c3b3-8a15-4953-ab39-57ed7b238b7d,community_06,Naomi,Yakubu,male,1996-09-20,42205438472.0,08052749920,https://www.commcarehq.org/photos/farmer_579.jpg,6,mixed_farming,9,owned,5,rain-fed,---,maize groundnuts rice,2.4,6.2,1.2,rabbits,---,28,10.4254702 7.2515243 0.0 20.0,yes,766d4bea-b42d-4a65-9c0c-7c4ace547469,2026-04-12 00:02:00,2026-04-12,tester,2026-04-12 00:02:19,https://www.commcarehq.org/form/4a95c3b3-8a15-4953-ab39-57ed7b238b7d,tester,True
580,6fe03a74-b2c6-418b-a076-cda2092b49af,community_07,Blessing,Okafor,male,1990-12-29,30706556829.0,08057772354,https://www.commcarehq.org/photos/farmer_580.jpg,6,crop_farming,6,owned,4,rain-fed,---,groundnuts rice maize,2.7,5.4,0.8,goats,18,---,10.5904193 7.4397962 0.0 20.0,yes,ad7e713d-ee6f-4ec2-8605-3d69dcb43453,2026-02-02 00:05:00,2026-02-02,tester,2026-02-02 00:05:05,https://www.commcarehq.org/form/6fe03a74-b2c6-418b-a076-cda2092b49af,tester,True
581,1e82f3a7-8306-41e3-9e62-530bc67191e7,community_01,Naomi,Bello,male,1997-07-16,28893115150.0,08087993620,https://www.commcarehq.org/photos/farmer_581.jpg,5,crop_farming,2,owned,3,rain-fed,---,rice,---,---,3.5,rabbits,---,36,10.3739115 7.33089 0.0 20.0,yes,4b8aab5b-0c07-4bb0-aacf-f5972b1a2f74,2026-03-18 00:03:00,2026-03-18,tester,2026-03-18 00:03:09,https://www.commcarehq.org/form/1e82f3a7-8306-41e3-9e62-530bc67191e7,tester,True
582,98c6a9ed-ab86-4f70-8457-9fbe1aaed301,community_02,Amina,Johnson,female,1984-06-13,53952686327.0,08080994919,https://www.commcarehq.org/photos/farmer_582.jpg,7,livestock_farming,19,leased,3,other,Rainwater Harvesting,maize rice groundnuts,2.7,1.0,2.8,goats,2,---,10.3633965 7.2402016 0.0 20.0,yes,69f7d019-76de-4cd0-96a9-a57b9cbfc4b7,2026-05-27 00:04:00,2026-05-27,tester,2026-05-27 00:04:20,https://www.commcarehq.org/form/98c6a9ed-ab86-4f70-8457-9fbe1aaed301,tester,True
583,b46b5630-9f21-4bc3-82ad-3e5a0fb1d4d8,community_01,Emmanuel,Ojo,female,1982-07-09,75744583179.0,08027396468,https://www.commcarehq.org/photos/farmer_583.jpg,2,crop_farming,6,owned,5,rain-fed,---,rice groundnuts maize,0.9,2.5,2.7,---,---,---,10.2283931 7.2793104 0.0 20.0,yes,65209844-3b68-495d-91fb-f00fec73f9fa,2026-02-23 00:05:00,2026-02-23,tester,2026-02-23 00:05:06,https://www.commcarehq.org/form/b46b5630-9f21-4bc3-82ad-3e5a0fb1d4d8,tester,True
584,12653db2-2776-44a4-9620-eaabd8fe52a2,community_02,Suleiman,Isa,female,1972-02-25,,08026740758,https://www.commcarehq.org/photos/farmer_584.jpg,9,mixed_farming,31,owned,1,rain-fed,---,rice groundnuts,2.9,---,2.9,---,---,---,10.2359314 7.4780306 0.0 20.0,yes,2124b7a6-5950-45ec-961f-4336db1b577b,2026-02-12 00:08:00,2026-02-12,tester,2026-02-12 00:08:16,https://www.commcarehq.org/form/12653db2-2776-44a4-9620-eaabd8fe52a2,tester,True
585,c7e02e65-ae11-498f-981a-23a888b4ee87,community_01,Daniel,David,male,1987-06-04,80239971349.0,08003778382,https://www.commcarehq.org/photos/farmer_585.jpg,8,crop_farming,20,family_land,5,river_stream,---,groundnuts,1.2,---,---,---,---,---,10.5204638 7.4867298 0.0 20.0,yes,dc1b365d-bc13-4928-864d-7e36f7ef0c92,2026-03-21 00:02:00,2026-03-21,tester,2026-03-21 00:02:13,https://www.commcarehq.org/form/c7e02e65-ae11-498f-981a-23a888b4ee87,tester,True
586,1bd6189a-7bba-4638-b65b-e6377c41dcad,community_07,Emmanuel,Garba,female,1968-04-30,86468765551.0,08002377705,https://www.commcarehq.org/photos/farmer_586.jpg,7,crop_farming,2,family_land,3,rain-fed,---,groundnuts maize,0.7,5.9,---,goats,15,---,10.2826586 7.2814895 0.0 20.0,yes,e023091a-52eb-4b18-86a3-68322202b521,2026-04-17 00:03:00,2026-04-17,tester,2026-04-17 00:03:11,https://www.commcarehq.org/form/1bd6189a-7bba-4638-b65b-e6377c41dcad,tester,True
587,cf370632-a6b0-4173-94f1-922709d70ea4,community_01,John,Eze,female,1995-10-25,,08097845959,https://www.commcarehq.org/photos/farmer_587.jpg,9,mixed_farming,10,owned,3,rain-fed,---,groundnuts rice,0.7,---,2.9,---,---,---,10.3514289 7.2384994 0.0 20.0,yes,4529fd10-4b98-4b09-8a36-5138ad64af69,2026-05-22 00:04:00,2026-05-22,tester,2026-05-22 00:04:06,https://www.commcarehq.org/form/cf370632-a6b0-4173-94f1-922709d70ea4,tester,True
588,175aaa01-6822-4bfa-8cf5-3748d5e78b10,community_03,Paul,David,male,1984-09-10,,08009761029,https://www.commcarehq.org/photos/farmer_588.jpg,2,crop_farming,9,owned,3,borehole,---,rice groundnuts maize,0.7,5.0,1.5,---,---,---,10.428918 7.4916779 0.0 20.0,yes,d00f2d1d-6dd1-4a0f-8765-a908547f0e58,2026-04-18 00:08:00,2026-04-18,tester,2026-04-18 00:08:20,https://www.commcarehq.org/form/175aaa01-6822-4bfa-8cf5-3748d5e78b10,tester,True
589,94bac0d1-ba97-4a0e-8dc7-ca281f2228b7,community_06,David,Peter,female,2002-07-13,,08030207050,https://www.commcarehq.org/photos/farmer_589.jpg,5,crop_farming,2,leased,3,rain-fed,---,maize,---,1.9,---,goats,9,---,10.2033455 7.2176067 0.0 20.0,yes,a9809f2e-eccc-40f8-a34b-98c171e3603e,2026-06-14 00:02:00,2026-06-14,tester,2026-06-14 00:02:18,https://www.commcarehq.org/form/94bac0d1-ba97-4a0e-8dc7-ca281f2228b7,tester,True
590,3a747acf-9a25-4429-9bec-e0a48fab10a8,community_02,Amina,Eze,male,2004-09-09,15003245233.0,08082030212,https://www.commcarehq.org/photos/farmer_590.jpg,6,mixed_farming,3,owned,1,river_stream,---,groundnuts rice,2.1,---,2.4,goats,16,---,10.525891 7.3971987 0.0 20.0,yes,7eba62c7-005f-4251-8daf-2bd2c72c703f,2026-03-24 00:04:00,2026-03-24,tester,2026-03-24 00:04:13,https://www.commcarehq.org/form/3a747acf-9a25-4429-9bec-e0a48fab10a8,tester,True
591,fdea0d97-bba8-43d1-85a4-bb45484e69ed,community_07,Blessing,Peter,male,1987-09-05,41479437404.0,08051057533,https://www.commcarehq.org/photos/farmer_591.jpg,4,crop_farming,11,owned,4,rain-fed,---,maize groundnuts rice,1.7,3.5,1.6,goats,2,---,10.5246471 7.2410196 0.0 20.0,yes,3081f641-b101-4990-9804-5b4515ab8010,2026-02-05 00:04:00,2026-02-05,tester,2026-02-05 00:04:18,https://www.commcarehq.org/form/fdea0d97-bba8-43d1-85a4-bb45484e69ed,tester,True
592,3885f76f-5c47-40de-8ae2-eeb834c53e9d,community_01,Amina,Ahmed,male,1979-12-18,58089633547.0,08070503104,https://www.commcarehq.org/photos/farmer_592.jpg,8,crop_farming,26,owned,6,rain-fed,---,maize,---,1.3,---,goats,4,---,10.4362922 7.3230363 0.0 20.0,yes,5fd02b60-6fe4-48fb-87da-bd6556c7b667,2026-01-15 00:07:00,2026-01-15,tester,2026-01-15 00:07:17,https://www.commcarehq.org/form/3885f76f-5c47-40de-8ae2-eeb834c53e9d,tester,True
593,540c306a-d90d-494e-a6d2-c0120faee37a,community_07,Suleiman,Balogun,male,2002-07-17,,08095345779,https://www.commcarehq.org/photos/farmer_593.jpg,8,livestock_farming,3,family_land,2,rain-fed,---,groundnuts rice,1.0,---,1.6,---,---,---,10.4682211 7.3840024 0.0 20.0,yes,938a3e8f-d3a8-4485-9992-97ca5d5bc86d,2026-01-02 00:04:00,2026-01-02,tester,2026-01-02 00:04:19,https://www.commcarehq.org/form/540c306a-d90d-494e-a6d2-c0120faee37a,tester,True
594,1ba4c620-3538-455f-b3a4-13e79f65a31d,community_01,Rebecca,Garba,female,1979-05-29,25643941808.0,08051642186,https://www.commcarehq.org/photos/farmer_594.jpg,7,mixed_farming,7,owned,2,rain-fed,---,groundnuts maize rice,2.4,5.4,3.8,---,---,---,10.4469246 7.4374957 0.0 20.0,yes,491228c6-3a83-47c3-8808-70d60534f06f,2026-02-12 00:05:00,2026-02-12,tester,2026-02-12 00:05:20,https://www.commcarehq.org/form/1ba4c620-3538-455f-b3a4-13e79f65a31d,tester,True
595,9879c660-0c24-4578-8fb4-6cdfbc5fbad6,community_07,Hauwa,Philip,female,1988-01-19,,08002152906,https://www.commcarehq.org/photos/farmer_595.jpg,4,crop_farming,5,owned,2,rain-fed,---,rice groundnuts maize,2.5,3.4,3.4,---,---,---,10.3074916 7.3368386 0.0 20.0,yes,3f777236-b2d2-42d4-9460-28dfcc70f541,2026-01-15 00:05:00,2026-01-15,tester,2026-01-15 00:05:15,https://www.commcarehq.org/form/9879c660-0c24-4578-8fb4-6cdfbc5fbad6,tester,True
596,bc71ee1e-b976-4ce6-9843-ede03c9704b1,community_03,Yusuf,Eze,female,1993-05-07,36825742515.0,08061797114,https://www.commcarehq.org/photos/farmer_596.jpg,6,crop_farming,12,owned,1,rain-fed,---,rice maize,---,0.7,3.3,goats,19,---,10.2952161 7.5190282 0.0 20.0,yes,3bd6ff05-efc6-4f96-8d42-4846e279abe0,2026-03-22 00:03:00,2026-03-22,tester,2026-03-22 00:03:14,https://www.commcarehq.org/form/bc71ee1e-b976-4ce6-9843-ede03c9704b1,tester,True
597,eea7790b-247d-4b29-85c6-b9f0dd354162,community_01,Musa,Bello,female,2000-07-10,27410275929.0,08082684754,https://www.commcarehq.org/photos/farmer_597.jpg,1,crop_farming,3,owned,1,rain-fed,---,rice maize groundnuts,2.7,5.3,3.8,---,---,---,10.3791267 7.3260245 0.0 20.0,yes,58084e7a-9767-4ed6-b98b-6cedb87783d4,2026-05-31 00:03:00,2026-05-31,tester,2026-05-31 00:03:08,https://www.commcarehq.org/form/eea7790b-247d-4b29-85c6-b9f0dd354162,tester,True
598,01eb4571-6caf-4f85-84b5-f5f5fded7f0e,community_04,John,Okafor,female,1978-09-22,,08078505745,https://www.commcarehq.org/photos/farmer_598.jpg,7,crop_farming,10,owned,3,river_stream,---,maize groundnuts,0.8,5.0,---,---,---,---,10.3524024 7.2523049 0.0 20.0,yes,855c109c-5f07-44fe-8d2b-80aebab7d1ba,2026-05-21 00:06:00,2026-05-21,tester,2026-05-21 00:06:07,https://www.commcarehq.org/form/01eb4571-6caf-4f85-84b5-f5f5fded7f0e,tester,True
599,af06705a-a478-45d3-88d6-36a0014a1bee,community_05,Elizabeth,James,male,1991-03-16,31789375011.0,08064691989,https://www.commcarehq.org/photos/farmer_599.jpg,8,crop_farming,6,owned,3,rain-fed,---,groundnuts rice,2.8,---,1.0,---,---,---,10.4595726 7.2231234 0.0 20.0,yes,3de82c77-5aef-490b-81e3-48add74e9c9a,2026-03-16 00:02:00,2026-03-16,tester,2026-03-16 00:02:17,https://www.commcarehq.org/form/af06705a-a478-45d3-88d6-36a0014a1bee,tester,True
600,166c0866-7030-445b-810c-54695934952a,community_04,Joseph,Ogunleye,male,1971-09-24,50376188914.0,08049599373,https://www.commcarehq.org/photos/farmer_600.jpg,6,mixed_farming,25,owned,3,other,Spring Water,groundnuts rice,1.5,---,0.9,rabbits,---,11,10.3668723 7.3536764 0.0 20.0,yes,04ee56f9-841e-4403-8a29-e820ff603315,2026-01-26 00:05:00,2026-01-26,tester,2026-01-26 00:05:15,https://www.commcarehq.org/form/166c0866-7030-445b-810c-54695934952a,tester,True
601,b6d89426-12e4-4639-a831-938a99ff48aa,community_03,Ibrahim,Balogun,male,1982-01-24,82700005391.0,08093734092,https://www.commcarehq.org/photos/farmer_601.jpg,12,mixed_farming,11,owned,2,river_stream,---,rice groundnuts,1.4,---,2.0,goats rabbits,12,13,10.5567096 7.5446299 0.0 20.0,yes,515a0699-71f8-4fb7-8a40-a351491b58f3,2026-05-12 00:06:00,2026-05-12,tester,2026-05-12 00:06:20,https://www.commcarehq.org/form/b6d89426-12e4-4639-a831-938a99ff48aa,tester,True
602,6d9d4e7c-659b-4ca6-9906-641316b24eaa,community_07,Amina,Peter,female,1972-10-17,11828799704.0,08052340002,https://www.commcarehq.org/photos/farmer_602.jpg,2,crop_farming,14,owned,4,borehole,---,rice groundnuts,1.9,---,3.1,goats,21,---,10.3111908 7.2276653 0.0 20.0,yes,cce2fe6d-b1fc-4c97-970f-58965d3aa6d5,2026-05-29 00:02:00,2026-05-29,tester,2026-05-29 00:02:18,https://www.commcarehq.org/form/6d9d4e7c-659b-4ca6-9906-641316b24eaa,tester,True
603,b72aff3d-23a0-43f1-827c-49c3bf6bc692,community_05,Joy,Eze,male,1976-11-06,54121065086.0,08095136529,https://www.commcarehq.org/photos/farmer_603.jpg,6,crop_farming,32,owned,3,rain-fed,---,maize groundnuts,1.9,4.6,---,---,---,---,10.4511749 7.4194027 0.0 20.0,yes,6e3efafb-514a-4b1e-acd9-9e11c5e9cb9f,2026-04-21 00:02:00,2026-04-21,tester,2026-04-21 00:02:10,https://www.commcarehq.org/form/b72aff3d-23a0-43f1-827c-49c3bf6bc692,tester,True
604,07d8a446-e100-4f3d-bbcd-928320e78fab,community_05,James,Mohammed,male,1976-03-16,,08035915684,https://www.commcarehq.org/photos/farmer_604.jpg,5,mixed_farming,29,family_land,2,rain-fed,---,rice maize,---,6.2,0.9,goats,18,---,10.4951256 7.5973719 0.0 20.0,yes,6651ede6-adb5-41c3-a9a7-23dc5d8c06bd,2026-02-10 00:03:00,2026-02-10,tester,2026-02-10 00:03:05,https://www.commcarehq.org/form/07d8a446-e100-4f3d-bbcd-928320e78fab,tester,True
605,e13e50a5-7fa8-4535-9154-72823e0c1ae0,community_04,Emmanuel,Balogun,male,1977-12-23,,08082516294,https://www.commcarehq.org/photos/farmer_605.jpg,8,crop_farming,20,family_land,1,river_stream,---,rice groundnuts,0.7,---,3.9,goats,2,---,10.2727173 7.4361422 0.0 20.0,yes,1efb879c-52d2-438b-b1b3-8d829fa7efef,2026-06-14 00:07:00,2026-06-14,tester,2026-06-14 00:07:07,https://www.commcarehq.org/form/e13e50a5-7fa8-4535-9154-72823e0c1ae0,tester,True
606,ad7cc462-8afe-4552-8e06-466ed81d5c9a,community_03,Paul,Yakubu,female,1974-11-17,49297152755.0,08078885458,https://www.commcarehq.org/photos/farmer_606.jpg,6,crop_farming,10,owned,6,rain-fed,---,groundnuts rice maize,1.1,4.6,2.5,goats,15,---,10.3090931 7.5197813 0.0 20.0,yes,ec8bcf38-4f3f-4915-9090-78b4495d5a14,2026-06-13 00:05:00,2026-06-13,tester,2026-06-13 00:05:06,https://www.commcarehq.org/form/ad7cc462-8afe-4552-8e06-466ed81d5c9a,tester,True
607,0436d9e1-9f62-4ea2-988e-2b841abb8fc4,community_05,Mercy,Mohammed,female,1955-07-24,67746565558.0,08043508856,https://www.commcarehq.org/photos/farmer_607.jpg,6,crop_farming,38,owned,2,rain-fed,---,maize rice,---,1.5,3.4,goats,10,---,10.3773175 7.2821452 0.0 20.0,yes,7f799c3a-ca68-4a8d-ac49-0d0d8542daae,2026-02-09 00:02:00,2026-02-09,tester,2026-02-09 00:02:20,https://www.commcarehq.org/form/0436d9e1-9f62-4ea2-988e-2b841abb8fc4,tester,True
608,8b057be8-096f-43ea-9f82-2e92d53873cf,community_03,Sarah,Garba,female,1984-05-14,,08076630851,https://www.commcarehq.org/photos/farmer_608.jpg,7,mixed_farming,21,family_land,1,rain-fed,---,rice,---,---,3.4,goats,14,---,10.50417 7.5862896 0.0 20.0,yes,a62e7ded-cbfb-4f79-bab4-9a8d68e51afc,2026-01-31 00:02:00,2026-01-31,tester,2026-01-31 00:02:19,https://www.commcarehq.org/form/8b057be8-096f-43ea-9f82-2e92d53873cf,tester,True
609,b6a11e10-1f56-4bf9-ba23-5b0eefefe892,community_04,Peter,Ibrahim,female,1983-12-26,43902176508.0,08029594399,https://www.commcarehq.org/photos/farmer_609.jpg,12,crop_farming,17,family_land,3,river_stream,---,maize,---,2.6,---,goats,17,---,10.495894 7.5063769 0.0 20.0,yes,25bdbffd-ddec-4073-92b5-8ad7845d11d9,2026-06-18 00:03:00,2026-06-18,tester,2026-06-18 00:03:08,https://www.commcarehq.org/form/b6a11e10-1f56-4bf9-ba23-5b0eefefe892,tester,True
610,bd0a0423-7355-48bf-94e8-c68b7b43f91c,community_02,Ibrahim,Ojo,male,1970-12-02,,08001046822,https://www.commcarehq.org/photos/farmer_610.jpg,5,livestock_farming,35,owned,1,rain-fed,---,groundnuts rice,2.4,---,3.8,---,---,---,10.5403327 7.2793808 0.0 20.0,yes,99633306-dc75-4f48-849b-d2a97648fc08,2026-04-24 00:02:00,2026-04-24,tester,2026-04-24 00:02:15,https://www.commcarehq.org/form/bd0a0423-7355-48bf-94e8-c68b7b43f91c,tester,True
611,9c3b9c7d-bec5-47b7-9a50-7ad1060796d2,community_05,Joseph,Haruna,female,1985-06-22,73877809514.0,08065816372,https://www.commcarehq.org/photos/farmer_611.jpg,6,livestock_farming,19,family_land,1,other,Community Well,maize rice groundnuts,0.7,1.8,1.0,goats,8,---,10.4024128 7.283325 0.0 20.0,yes,36d6f0a3-f96a-42b0-bf3c-20ac6ec33f64,2026-05-30 00:05:00,2026-05-30,tester,2026-05-30 00:05:16,https://www.commcarehq.org/form/9c3b9c7d-bec5-47b7-9a50-7ad1060796d2,tester,True
612,65872356-0cd0-4c13-a13b-321bdd1dbb39,community_03,Elizabeth,Isa,female,1983-08-07,79168131535.0,08035771833,https://www.commcarehq.org/photos/farmer_612.jpg,8,livestock_farming,8,owned,6,rain-fed,---,maize rice groundnuts,2.0,5.3,0.6,---,---,---,10.3166548 7.3537203 0.0 20.0,yes,83a4b50e-1728-4305-af7a-a931254307fd,2026-03-07 00:05:00,2026-03-07,tester,2026-03-07 00:05:10,https://www.commcarehq.org/form/65872356-0cd0-4c13-a13b-321bdd1dbb39,tester,True
613,fa60c5e3-64b1-49a4-ae48-5f0e3b3f0b00,community_05,Daniel,Balogun,female,1991-08-12,77117933064.0,08029910001,https://www.commcarehq.org/photos/farmer_613.jpg,1,mixed_farming,10,leased,1,borehole,---,rice maize,---,2.8,3.6,---,---,---,10.4249811 7.4775979 0.0 20.0,yes,71381fc3-d9a5-499d-9fd7-0b3c6fa67656,2026-03-15 00:02:00,2026-03-15,tester,2026-03-15 00:02:09,https://www.commcarehq.org/form/fa60c5e3-64b1-49a4-ae48-5f0e3b3f0b00,tester,True
614,d4e90092-c3cd-4f4b-8f83-715edd1e8362,community_04,Suleiman,Tanko,male,1993-03-28,,08001969756,https://www.commcarehq.org/photos/farmer_614.jpg,6,mixed_farming,4,owned,2,rain-fed,---,maize rice,---,3.1,0.8,goats,12,---,10.5661082 7.3111539 0.0 20.0,yes,2ec3913f-7937-43f4-84f2-42c323f2a115,2026-01-09 00:03:00,2026-01-09,tester,2026-01-09 00:03:09,https://www.commcarehq.org/form/d4e90092-c3cd-4f4b-8f83-715edd1e8362,tester,True
615,a72588a4-f5ad-4596-bb0e-fc305974631e,community_01,Yusuf,Garba,male,1986-06-04,,08024424370,https://www.commcarehq.org/photos/farmer_615.jpg,6,mixed_farming,9,family_land,1,rain-fed,---,groundnuts,1.1,---,---,rabbits,---,21,10.5405865 7.5631863 0.0 20.0,yes,ae47dc59-2ac8-4590-8b9b-bfe5d5162bf2,2026-03-20 00:03:00,2026-03-20,tester,2026-03-20 00:03:17,https://www.commcarehq.org/form/a72588a4-f5ad-4596-bb0e-fc305974631e,tester,True
616,2a082fa3-8148-4a33-b255-0ec3a88129ae,community_06,Mary,Sani,male,1983-12-30,89747284809.0,08073936351,https://www.commcarehq.org/photos/farmer_616.jpg,4,livestock_farming,9,family_land,2,rain-fed,---,maize groundnuts rice,2.4,2.5,0.7,---,---,---,10.5747165 7.5874175 0.0 20.0,yes,4d4cfb1d-837d-4bca-b040-fbac9c004d79,2026-06-24 00:04:00,2026-06-24,tester,2026-06-24 00:04:17,https://www.commcarehq.org/form/2a082fa3-8148-4a33-b255-0ec3a88129ae,tester,True
617,49216c7f-6876-4edb-81b4-5fe9eeae3f1e,community_03,Rebecca,Sani,female,1996-02-06,19592487992.0,08023370628,https://www.commcarehq.org/photos/farmer_617.jpg,4,mixed_farming,10,owned,3,river_stream,---,groundnuts,0.8,---,---,---,---,---,10.4332652 7.314166 0.0 20.0,yes,b66aca78-2308-4641-86c5-b3d8050641f5,2026-06-16 00:05:00,2026-06-16,tester,2026-06-16 00:05:18,https://www.commcarehq.org/form/49216c7f-6876-4edb-81b4-5fe9eeae3f1e,tester,True
618,5a0a96eb-66dd-40f7-97ac-872da8a76d9f,community_01,John,Musa,female,1968-06-19,76726240618.0,08090200024,https://www.commcarehq.org/photos/farmer_618.jpg,6,mixed_farming,32,family_land,1,rain-fed,---,rice maize groundnuts,1.6,1.3,3.2,---,---,---,10.4191664 7.535141 0.0 20.0,yes,c86d6e87-7f6d-4206-aea3-b903e7911a36,2026-04-20 00:08:00,2026-04-20,tester,2026-04-20 00:08:11,https://www.commcarehq.org/form/5a0a96eb-66dd-40f7-97ac-872da8a76d9f,tester,True
619,13575a86-7dc4-4368-a473-6a653ad9c31c,community_02,Paul,Balogun,male,1960-07-21,,08000109436,https://www.commcarehq.org/photos/farmer_619.jpg,11,livestock_farming,9,owned,5,borehole,---,maize,---,3.0,---,goats rabbits,12,22,10.4954141 7.4265559 0.0 20.0,no,eb36388e-94f4-4fc9-ae34-21ad51b3ae70,2026-04-13 00:05:00,2026-04-13,tester,2026-04-13 00:05:12,https://www.commcarehq.org/form/13575a86-7dc4-4368-a473-6a653ad9c31c,tester,True
620,b1b69bc8-6e82-45d4-825a-5153cf1a6551,community_02,Suleiman,Yakubu,male,2006-02-14,57206903812.0,08029160360,https://www.commcarehq.org/photos/farmer_620.jpg,8,livestock_farming,1,family_land,2,rain-fed,---,groundnuts rice maize,2.1,2.7,2.3,rabbits,---,15,10.2633295 7.493175 0.0 20.0,yes,2f31251c-f2e1-40e2-8e48-e82bbf10b324,2026-04-16 00:07:00,2026-04-16,tester,2026-04-16 00:07:14,https://www.commcarehq.org/form/b1b69bc8-6e82-45d4-825a-5153cf1a6551,tester,True
621,a06b8d89-5e58-46c8-b1a3-e4063a3cdb53,community_02,John,Ahmed,male,1991-09-01,13406129334.0,08015411089,https://www.commcarehq.org/photos/farmer_621.jpg,4,mixed_farming,8,owned,3,rain-fed,---,rice,---,---,2.2,goats,14,---,10.2368461 7.4753431 0.0 20.0,yes,bc21e5c3-40bf-46a2-9d44-3f25c01bdaa8,2026-04-14 00:04:00,2026-04-14,tester,2026-04-14 00:04:15,https://www.commcarehq.org/form/a06b8d89-5e58-46c8-b1a3-e4063a3cdb53,tester,True
622,7ca41928-8f83-4609-879b-89bdf0f1e9eb,community_04,Fatima,Mohammed,male,1961-01-09,,08085643273,https://www.commcarehq.org/photos/farmer_622.jpg,4,crop_farming,19,leased,2,rain-fed,---,maize groundnuts rice,1.0,4.0,2.9,rabbits,---,38,10.4205777 7.3356336 0.0 20.0,yes,4e56d9e9-0aa5-43c7-953b-391ac4cf6ef2,2026-03-16 00:03:00,2026-03-16,tester,2026-03-16 00:03:17,https://www.commcarehq.org/form/7ca41928-8f83-4609-879b-89bdf0f1e9eb,tester,True
623,850082ca-545f-430d-9e17-628a65291e64,community_04,Blessing,Peter,male,1995-04-20,99607669169.0,08064169326,https://www.commcarehq.org/photos/farmer_623.jpg,6,crop_farming,11,owned,2,rain-fed,---,groundnuts maize rice,2.0,1.9,2.6,---,---,---,10.4629092 7.3661122 0.0 20.0,yes,8f08ee50-3d94-43f6-b38a-7c56ecd03635,2026-02-27 00:07:00,2026-02-27,tester,2026-02-27 00:07:07,https://www.commcarehq.org/form/850082ca-545f-430d-9e17-628a65291e64,tester,True
